h1,h2,h3,h4,h5,h6,h7,label
0.6065800544300283,0.20252944145207946,0.3676947762442016,0.44642844620390143,0.17343736766980583,0.19489779046441294,-0.05132432985783833,0
0.23034472830298328,0.025161288719633947,0.0006522156535760052,5.41572123951584e-05,-1.0166092128144345e-08,-8.584151927032803e-06,5.006583525905792e-10,0
0.4687738068385703,0.19251180260728865,0.001518898252829669,0.0009574769520730059,1.151085947512384e-06,0.00039707065547740707,-9.087086948742457e-08,0
0.7024895096728417,0.4257337363904757,0.04883855566036084,0.008417455488380568,1.895645765883566e-05,-0.0014145066543243155,0.00016961218305746134,0
0.4749726791366201,0.1870664398323605,0.006576591261721437,0.0005985227252911111,-1.0981776672649008e-06,-0.0002588461652990409,-4.5175509981018116e-07,0
0.782136066450244,0.556640181108762,0.035479125966548,0.00434356466020511,-2.740333503095897e-05,-0.002294895984532207,4.643817488227537e-05,0
0.5436537177454113,0.2654666286394458,0.011216265871384717,0.00835748887859544,8.089472756809072e-05,0.004256183948434085,-1.8831413242327547e-06,0
0.3545920162778913,0.06926351842137464,0.014992756728982034,0.0055106453010126955,4.1867709310602696e-05,0.000924941544205809,-2.7495941305471076e-05,0
0.34636816826639105,0.08081611189393798,0.00340265964340168,0.001431456930068351,3.0205332102390447e-06,0.0003660190846751634,-9.256909090002063e-07,0
6.013990487134835,10.768877828281106,152.4352144832438,54.28509909333924,-4588.578609861133,177.32154436679497,1824.8825338879772,0
0.6172164344511588,0.3464750327602636,0.03470267377693856,0.030521357765462734,0.000993311008455877,0.017956445656374446,3.0105422383220465e-06,0
0.18550500679772838,0.0010420337081683052,0.0006026899411281209,0.00021050524449026074,7.480694985371067e-08,2.7943477902078657e-06,-5.080838037704949e-09,0
0.5701955904147016,0.28346272187748767,0.018012816717091297,0.012865131661039912,0.00019578266103775104,0.006848392108150829,4.935284070069619e-06,0
0.5020249237189448,0.2254334180069711,0.0012674680246194813,0.0007916782682525172,7.904205476860567e-07,0.0003558264131010832,6.432462498461986e-08,0
606.3823173874346,44115.32034449898,90359924.220554,76608679.03605479,4832360322810002.0,15999450217.235126,4156299840419516.5,0
0.25360852935843026,0.03680708727357289,0.0017871940806233745,0.0007514279239852497,8.707899682807119e-07,0.0001441623845885986,-3.4640811608415377e-09,0
0.31676369594628634,0.02361359725567293,0.024697908822570752,0.0034336911648486443,-1.5061028442426037e-05,-0.00030933704055673226,2.7803528559240604e-05,0
0.23415581267462068,0.023943870018868132,0.0020095841730564134,0.00043467333114570786,3.8143580288256537e-07,5.8614821896116864e-05,1.398177317546125e-07,0
0.49300583421007504,0.2011781536115047,0.013656340938912288,0.0034110941898566646,1.5764608422215885e-05,0.0004442779431392401,1.7131764012398596e-05,0
0.23953609622576433,0.011107268113623505,0.004271730757784843,0.0001407699645689854,-8.568089550902972e-09,1.4809565225946312e-05,1.0882408103443943e-07,0
0.3281735952243497,0.081490715214049,0.00028936750209215107,0.0001514506306835324,3.158142775127525e-08,4.017924601720926e-05,-2.799607667011532e-09,0
0.2240251375555694,0.022156355622476732,0.0007808990235740335,6.465715549510098e-05,6.186199831728317e-09,1.5276803782933794e-06,-1.3145712394802158e-08,0
0.20662276194984153,0.005408785283911085,0.0028102456972140836,0.00031161240627245037,-3.447200306936054e-08,-1.021611725001369e-05,2.8955980170570415e-07,0
0.3423385199970727,0.04614277266442141,0.026053370071283107,0.0030782322938379745,6.781092526110363e-06,-0.0003103351387208629,2.671960218583993e-05,0
0.35074653401208145,0.09555594970310585,3.610286282039207e-05,8.427630216270775e-06,6.018011932671864e-11,-4.317317863412963e-07,1.34121276823999e-10,0
1.5121440256393235,2.2516798889249077,0.017276584046230413,0.015249543745632189,0.00024749460725153667,0.021252749214640584,3.697981273015577e-06,0
0.20283948181830816,0.013019772286028209,0.0011145040402979478,0.00021058920411163594,1.0045914040401835e-07,2.341667792652559e-05,1.779057330697293e-08,0
0.4797390999003075,0.02160777910997735,0.050121703485283026,0.01927159024664851,-0.00023221775658300247,0.0027361811907696473,-0.0005520994673730643,0
0.20982516133873766,0.01646752400715976,1.2163175578795908e-05,7.394536511290592e-07,2.2176145373673337e-12,9.451387727683481e-08,-9.355345161223147e-15,0
0.3010477760216027,0.046485775963005724,0.014025217039793491,0.004916632465603725,4.0305196215494795e-05,0.001040785212740933,-6.511815323811775e-06,0
0.23028848182976308,0.022188408695565133,0.002914353945273511,0.0006526809614840288,8.846402213555104e-07,8.54194135981276e-05,1.6646427402069213e-07,0
0.44643326826875596,0.17275075734595047,0.00047914750047770894,0.00033164504436759444,1.3211785179267446e-07,0.00013554694150225326,4.774295501687197e-09,0
0.2097153663748937,0.012843227393827506,0.001683494500116318,0.00010152948608468613,4.123539057061881e-08,1.0864049339394566e-05,-7.846719316378534e-09,0
0.4680369299460784,0.16578801339260751,0.03044834309038248,0.02599124877750904,0.0007305374170631147,0.010330317213527295,3.057713124859584e-05,0
0.4433377305959127,0.15331345261049692,0.0011159887514252936,3.500391858908489e-05,5.730296003423812e-09,6.830827772987249e-06,-3.876570440133594e-09,0
0.9503547260813796,0.716213298626738,0.010092023578169542,0.07451673596951038,0.0019757284166438127,0.058245760717443015,0.000521821403097534,0
0.1841808490069049,0.0024416568301341176,0.0015958693269257098,8.277118258077337e-05,2.400334944916385e-08,3.679167397199838e-06,1.8133133174956098e-08,0
